EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,Salary_Capped,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,ReviewYear,RatingGap,YearWeight,X_WorkLifeBalance,X_EnvironmentSatisfaction,X_JobSatisfaction,X_RelationshipSatisfaction,X_TrainingOpportunitiesTaken,X_EngagementRate,T_JobSatisfaction,T_WorkLifeBalance,T_ManagerRating,Experience_SEM
0D60-C312,Erica,Delany,Female,32,Some Travel,Technology,16,IL,White,Bachelors,Computer Science,Machine Learning Engineer,Married,228427,1,Yes,2021-06-06,No,1,1,1,1,Junior,228427.0,2014-07-16,4,2,4,2,3,5,5,4,2014,-1,2,5.0,4.0,2.0,4.0,3.0,3.6,0.0,0.0,0.0,3.6
0D8F-C0F3,Cathrine,Lankford,Female,29,Some Travel,Technology,44,CA,Asian,Bachelors,Business Studies,Data Scientist,Divorced,67578,1,No,2013-06-10,Yes,1,0,0,0,Junior,67578.0,2022-04-04,4,2,4,1,0,2,3,3,2022,0,10,3.109090909090909,4.036363636363636,3.290909090909091,3.418181818181818,0.7636363636363637,2.9236363636363634,-0.2727272727272728,-0.1272727272727273,-0.15151515151515152,2.9236363636363634
0DBC-596E,Dita,Perch,Non-Binary,44,Some Travel,Technology,14,CA,Black,High School,Computer Science,Data Scientist,Single,92634,0,Yes,2013-04-06,No,9,8,9,9,Senior,92634.0,2022-02-13,5,2,2,2,1,4,5,5,2022,0,10,3.183673469387755,4.285714285714286,3.326530612244898,3.4285714285714284,1.3061224489795917,3.1061224489795918,-0.17857142857142852,0.07142857142857141,0.46428571428571414,3.1061224489795918
0DC1-7EE4,Juliette,Nissle,Female,25,No Travel,Technology,28,CA,White,Masters,Other,Senior Software Engineer,Single,68762,0,Yes,2017-09-23,No,5,3,5,4,Mid,68762.0,2022-09-07,4,5,5,2,0,3,3,2,2022,-1,10,3.0,2.7037037037037037,3.740740740740741,4.074074074074074,0.3333333333333333,2.7703703703703706,1.0,0.0,-0.9999999999999997,2.7703703703703706
0E79-8257,Noby,Lifton,Male,25,Frequent Traveller,Technology,35,NY,White,High School,Information Systems,Data Scientist,Single,28139,0,No,2016-05-23,No,6,1,1,5,Junior,28139.0,2022-07-07,5,3,2,1,1,4,4,3,2022,-1,10,2.8529411764705883,4.176470588235294,2.088235294117647,3.6470588235294117,0.9117647058823529,2.735294117647059,0.6,0.6999999999999998,-0.19999999999999993,2.735294117647059
0E85-1FC5,Pet,Dow,Female,31,Some Travel,Technology,21,CA,White,Bachelors,Computer Science,Senior Software Engineer,Divorced,127182,1,No,2020-03-08,No,2,0,0,1,Junior,127182.0,2022-11-14,5,5,2,2,1,4,5,4,2022,-1,10,4.0,5.0,5.0,2.0,1.0,3.4,0.0,0.0,0.0,3.4
0EA5-3A95,Brooks,Lackeye,Female,25,Some Travel,Technology,22,NY,Mixed,Bachelors,Business Studies,Software Engineer,Married,53271,1,No,2017-11-19,No,5,5,5,1,Senior,53271.0,2022-06-07,2,2,4,3,1,3,3,2,2022,-1,10,4.2592592592592595,2.925925925925926,2.5925925925925926,4.296296296296297,0.7037037037037037,2.955555555555556,-0.9999999999999996,-0.9999999999999997,-1.187575654052147e-16,2.955555555555556
0F2B-3457,Steven,Bucktrout,Male,19,Frequent Traveller,Sales,14,NY,White,High School,Marketing,Sales Executive,Single,74458,1,Yes,2021-01-10,No,1,0,0,1,Junior,74458.0,2022-09-05,3,3,4,2,0,2,5,5,2022,0,10,2.0,3.0,3.0,4.0,0.0,2.4,0.0,0.0,0.0,2.4
0F53-9877,Verina,Bottrell,Female,24,Some Travel,Technology,5,CA,White,Masters,Computer Science,Data Scientist,Single,100576,0,No,2019-12-16,No,3,0,0,0,Junior,100576.0,2019-02-22,4,4,3,3,0,5,3,2,2019,-1,7,5.0,4.0,4.0,3.0,0.0,3.2,0.0,0.0,0.0,3.2
0F83-39C1,Samantha,Beames,Female,30,Some Travel,Technology,33,CA,Black,High School,Information Systems,Software Engineer,Single,55485,0,No,2013-12-25,No,9,8,9,2,Senior,55485.0,2022-05-23,4,3,5,2,1,5,4,4,2022,0,10,3.877551020408163,3.9591836734693877,3.3469387755102042,3.63265306122449,0.7142857142857143,3.1061224489795918,-0.14285714285714285,0.035714285714285705,0.03571428571428569,3.1061224489795918
0FBB-4ABE,Heywood,Westnage,Male,24,Some Travel,Technology,16,CA,Native American,Masters,Computer Science,Senior Software Engineer,Married,82174,2,No,2019-01-11,No,3,2,2,3,Mid,82174.0,2022-09-26,5,4,4,1,3,5,4,3,2022,-1,10,3.5789473684210527,4.052631578947368,4.0,4.0,1.5789473684210527,3.4421052631578943,0.0,2.9999999999999996,0.0,3.4421052631578943
0FC3-2572,Bertie,Tarling,Female,24,No Travel,Sales,30,CA,White,Masters,Marketing,Sales Representative,Divorced,28898,2,No,2019-11-15,No,3,0,1,0,Junior,28898.0,2014-03-21,3,2,4,1,2,4,4,4,2014,0,2,4.0,3.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,3.0
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian,Bachelors,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,Mid,93591.0,2022-07-08,4,5,2,2,3,5,4,4,2022,0,10,3.5384615384615383,3.9615384615384617,3.019230769230769,3.326923076923077,1.1538461538461537,3.0,0.1785714285714286,0.04761904761904763,-0.03571428571428576,3.0
0FE8-B881,Rockie,Iseton,Male,25,Some Travel,Sales,12,IL,Asian,Bachelors,Marketing,Sales Executive,Divorced,118048,2,No,2018-09-14,No,4,4,4,3,Mid,118048.0,2019-10-04,5,2,5,2,3,4,5,4,2019,-1,7,3.111111111111111,3.7777777777777777,3.5555555555555554,3.4444444444444446,2.1666666666666665,3.2111111111111112,-0.9999999999999998,0.9999999999999997,1.187575654052147e-16,3.2111111111111112
0FEB-B474,Morten,Ridgley,Male,44,Some Travel,Sales,35,NY,White,Bachelors,Marketing,Sales Executive,Divorced,223619,1,No,2020-04-24,No,2,0,2,1,Junior,223619.0,2022-07-09,5,5,5,2,0,5,3,2,2022,-1,10,5.0,5.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0
1053-41B1,Andy,Lingwood,Female,19,Some Travel,Technology,24,CA,White,High School,Computer Science,Data Scientist,Single,31014,1,No,2021-06-16,No,1,1,1,0,Junior,31014.0,2021-11-22,4,5,4,1,3,4,5,5,2021,0,9,4.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0
1054-9C3B,Elizabeth,Babbe,Female,30,Some Travel,Technology,1,IL,Asian,Masters,Other,Data Scientist,Married,40285,0,Yes,2013-03-21,Yes,1,1,1,0,Junior,40285.0,2022-03-04,4,3,3,1,0,5,5,4,2022,-1,10,4.090909090909091,3.8181818181818183,3.1454545454545455,2.909090909090909,0.8727272727272727,2.9672727272727277,-0.10303030303030306,0.26060606060606056,-0.054545454545454536,2.9672727272727277
106F-F7C7,Amelia,Izard,Female,25,Some Travel,Technology,13,NY,Black,No Formal Qualifications,Information Systems,Analytics Manager,Married,168483,0,Yes,2018-01-20,No,4,2,3,1,Mid,168483.0,2022-08-12,3,3,5,1,0,4,5,5,2022,0,10,3.740740740740741,3.3333333333333335,2.6666666666666665,5.0,0.2962962962962963,3.007407407407407,4.886831086417666e-17,0.9999999999999993,0.5000000000000001,3.007407407407407
10C9-925C,Mechelle,Kyte,Female,22,Some Travel,Technology,40,IL,White,Masters,Computer Science,Senior Software Engineer,Married,66266,1,No,2021-01-31,No,1,0,1,1,Junior,66266.0,2022-06-30,4,4,3,1,2,3,4,4,2022,0,10,3.0,4.0,4.0,3.0,2.0,3.2,0.0,0.0,0.0,3.2
10CE-8403,Timmy,Reek,Female,27,Some Travel,Technology,31,CA,White,Masters,Computer Science,Senior Software Engineer,Divorced,120225,2,No,2015-11-08,No,7,2,5,4,Mid,120225.0,2022-12-20,4,4,5,2,3,2,4,4,2022,0,10,3.2,4.125,3.875,3.65,1.575,3.285,0.3,-0.7999999999999999,0.3,3.285
10E9-4C86,Ignacius,Dockrill,Non-Binary,34,Frequent Traveller,Technology,12,CA,White,High School,Computer Science,Data Scientist,Married,44057,1,Yes,2014-05-17,No,8,7,7,1,Senior,44057.0,2022-04-16,3,3,4,3,0,5,3,2,2022,-1,10,4.2,3.888888888888889,2.466666666666667,3.0444444444444443,0.5333333333333333,2.8266666666666667,-0.0857142857142857,0.0857142857142857,-0.17142857142857143,2.8266666666666667
111D-E5EF,Edna,Alison,Non-Binary,37,Some Travel,Technology,3,IL,White,Bachelors,Computer Science,Software Engineer,Divorced,48395,1,No,2012-01-15,No,10,2,2,4,Mid,48395.0,2020-02-15,5,4,3,3,1,4,4,4,2020,0,8,3.9722222222222223,4.166666666666667,4.0,3.611111111111111,1.1111111111111112,3.3722222222222222,0.32142857142857145,0.40476190476190504,0.2023809523809524,3.3722222222222222
1147-7E2F,Timotheus,Antowski,Male,22,Some Travel,Technology,23,CA,Mixed,Bachelors,Computer Science,Data Scientist,Single,37021,0,No,2018-07-15,Yes,3,0,1,2,Junior,37021.0,2021-04-24,2,2,2,2,1,3,4,4,2021,0,9,3.4444444444444446,3.8444444444444446,2.7777777777777777,2.3333333333333335,0.7777777777777778,2.635555555555556,-0.3333333333333334,-2.7936224324416735e-17,0.18333333333333335,2.635555555555556
1158-9E23,Delly,Costerd,Female,41,Some Travel,Technology,22,CA,White,Bachelors,Computer Science,Machine Learning Engineer,Single,235812,0,No,2019-05-27,No,3,1,2,2,Junior,235812.0,2022-10-13,4,3,2,1,1,4,4,4,2022,0,10,3.526315789473684,2.5789473684210527,2.526315789473684,2.9473684210526314,1.0,2.515789473684211,0.9999999999999997,0.9999999999999997,0.0,2.515789473684211
1180-BEC9,Edgardo,McGeouch,Male,43,Some Travel,Technology,17,CA,White,Bachelors,Computer Science,Software Engineer,Married,50946,0,Yes,2014-03-15,Yes,8,6,7,3,Senior,50946.0,2022-01-30,4,2,4,1,1,3,4,4,2022,0,10,3.290909090909091,3.4545454545454546,2.890909090909091,3.036363636363636,0.9818181818181818,2.730909090909091,-0.13939393939393943,-0.33939393939393947,-0.006060606060606049,2.730909090909091
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed,High School,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,Senior,300299.0,2022-05-04,4,3,3,3,3,3,4,4,2022,0,10,3.3461538461538463,4.019230769230769,4.0,3.4038461538461537,0.9423076923076923,3.142307692307692,-0.15476190476190485,0.11904761904761908,-0.11904761904761908,3.142307692307692
11C2-2B5B,Aurlie,Demeza,Female,26,Frequent Traveller,Technology,14,NY,Mixed,Bachelors,Computer Science,Machine Learning Engineer,Divorced,92778,1,No,2016-11-09,No,6,6,6,1,Senior,92778.0,2022-09-01,5,3,5,3,0,2,5,4,2022,-1,10,2.9411764705882355,4.588235294117647,3.0588235294117645,3.5,0.4117647058823529,2.9,0.39999999999999986,-0.3999999999999999,-0.09999999999999992,2.9
1217-CE30,Marchelle,Duffield,Female,45,Some Travel,Sales,34,CA,Native American,Bachelors,Marketing,Sales Executive,Divorced,173037,3,No,2013-03-26,No,9,4,9,3,Mid,173037.0,2022-07-29,3,2,5,3,1,5,5,4,2022,-1,10,4.081632653061225,3.8979591836734695,2.836734693877551,3.5918367346938775,1.3061224489795917,3.142857142857143,-0.035714285714285705,0.14285714285714282,0.10714285714285714,3.142857142857143
1243-8B63,Jourdain,Kither,Male,26,Some Travel,Technology,17,NY,Black,Masters,Business Studies,Senior Software Engineer,Married,110761,1,No,2017-12-18,No,5,0,5,3,Junior,110761.0,2022-07-13,5,3,2,1,1,5,4,4,2022,0,10,3.740740740740741,4.666666666666667,2.7037037037037037,2.5925925925925926,1.3703703703703705,3.014814814814815,0.49999999999999983,1.0,0.0,3.014814814814815
12A7-AFD6,Garrek,Riditch,Non-Binary,24,Some Travel,Sales,22,CA,Mixed,Bachelors,Marketing,Sales Executive,Married,53530,0,Yes,2018-09-19,No,4,3,3,1,Mid,53530.0,2019-10-10,5,3,4,3,0,3,3,2,2019,-1,7,3.3333333333333335,4.666666666666667,2.7222222222222223,4.055555555555555,0.6111111111111112,3.0777777777777775,0.49999999999999983,-4.886831086417666e-17,-1.4999999999999991,3.0777777777777775
12B5-11CC,Vitoria,MacVaugh,Female,30,Some Travel,Technology,8,IL,White,Bachelors,Information Systems,Software Engineer,Married,70771,1,No,2012-03-08,No,10,9,9,2,Senior,70771.0,2022-11-26,4,4,5,3,0,4,5,5,2022,0,10,4.153846153846154,4.269230769230769,3.519230769230769,3.4038461538461537,1.1923076923076923,3.307692307692308,-0.130952380952381,-0.11904761904761908,0.17857142857142858,3.307692307692308
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,No Formal Qualifications,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,Senior,37124.0,2022-01-12,5,2,3,2,1,4,4,4,2022,0,10,3.5636363636363635,4.2727272727272725,3.3636363636363638,3.727272727272727,0.7818181818181819,3.1418181818181816,-0.0909090909090909,-0.2909090909090909,-0.10909090909090904,3.1418181818181816
130F-32AB,Lucretia,Leebeter,Female,20,Some Travel,Technology,6,CA,White,No Formal Qualifications,Computer Science,Software Engineer,Single,30714,0,Yes,2020-06-05,Yes,2,0,1,1,Junior,30714.0,2022-09-30,5,3,2,3,0,5,5,5,2022,0,10,4.166666666666667,4.425925925925926,3.3333333333333335,2.962962962962963,0.7222222222222222,3.1222222222222222,-3.3764031545949587e-18,0.05000000000000001,0.033333333333333354,3.1222222222222222
132B-F2B2,Erica,Dracksford,Female,35,Some Travel,Technology,36,CA,White,Masters,Computer Science,Software Engineer,Married,59086,1,Yes,2012-03-04,No,10,2,8,4,Mid,59086.0,2022-07-09,3,4,5,1,1,5,3,2,2022,-1,10,3.8653846153846154,4.115384615384615,4.134615384615385,4.076923076923077,1.3846153846153846,3.5153846153846153,-0.1428571428571429,0.2976190476190478,0.047619047619047665,3.5153846153846153
134B-4157,Stearne,Axelbee,Male,37,Some Travel,Technology,29,IL,White,Bachelors,Computer Science,Analytics Manager,Married,513608,0,No,2013-09-03,No,9,4,7,3,Mid,513608.0,2022-08-31,3,3,4,3,1,2,4,4,2022,0,10,3.510204081632653,4.0,3.6530612244897958,3.8979591836734695,1.0204081632653061,3.216326530612245,-0.10714285714285711,-0.10714285714285714,0.17857142857142852,3.216326530612245
1359-BEE3,Fawn,Pyke,Female,41,No Travel,Technology,22,CA,Pacific Islander,Bachelors,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,Senior,52581.0,2022-01-04,3,3,5,1,0,2,3,3,2022,0,10,3.2653061224489797,4.183673469387755,3.4285714285714284,4.081632653061225,1.0408163265306123,3.1999999999999997,2.1391814275607564e-17,-0.28571428571428564,0.07142857142857141,3.1999999999999997
1363-6BF9,Mikel,Worrall,Male,36,Some Travel,Technology,10,CA,Other,Bachelors,Business Studies,Senior Software Engineer,Single,189405,0,No,2013-05-23,No,9,4,6,7,Mid,189405.0,2022-11-05,5,5,2,3,1,2,3,3,2022,0,10,3.3469387755102042,4.1020408163265305,4.020408163265306,2.795918367346939,0.30612244897959184,2.914285714285714,0.2857142857142856,-0.3928571428571428,-0.07142857142857142,2.914285714285714
1368-8327,Nataniel,Garrattley,Non-Binary,22,Some Travel,Technology,16,NY,White,No Formal Qualifications,Computer Science,Data Scientist,Married,78467,2,Yes,2021-01-25,No,1,0,1,0,Junior,78467.0,2022-03-22,4,5,2,3,0,2,4,3,2022,-1,10,2.0,4.0,5.0,2.0,0.0,2.6,0.0,0.0,0.0,2.6
138C-2AEA,Susannah,Gorioli,Female,22,No Travel,Sales,16,IL,White,No Formal Qualifications,Marketing,Sales Representative,Divorced,27053,3,No,2020-04-10,No,2,0,2,2,Junior,27053.0,2022-11-23,5,4,3,2,0,5,3,2,2022,-1,10,5.0,5.0,4.0,3.0,0.0,3.4,0.0,0.0,0.0,3.4
13E5-2F17,Vin,Wandless,Male,24,Frequent Traveller,Technology,15,NY,White,Bachelors,Computer Science,Senior Software Engineer,Divorced,139627,3,No,2016-01-27,Yes,5,0,4,1,Junior,139627.0,2022-05-03,4,2,2,3,1,3,3,2,2022,-1,10,3.327272727272727,3.8,2.9454545454545453,3.109090909090909,0.6909090909090909,2.7745454545454544,-0.2363636363636363,0.01818181818181818,-0.11515151515151523,2.7745454545454544
13E5-8466,Cody,Tipple,Female,47,Some Travel,Sales,14,NY,White,Masters,Marketing,Manager,Single,410970,0,No,2014-12-06,No,8,2,5,8,Mid,410970.0,2022-12-19,2,3,4,1,1,2,4,4,2022,0,10,2.7555555555555555,3.2666666666666666,3.2444444444444445,3.1555555555555554,0.9777777777777777,2.6799999999999997,0.2000000000000001,-0.20000000000000004,0.0857142857142857,2.6799999999999997
13FA-3559,Fionna,Wilkison,Female,38,Some Travel,Sales,13,CA,Black,Bachelors,Marketing,Sales Executive,Divorced,240248,1,Yes,2014-12-14,No,8,4,8,0,Mid,240248.0,2022-07-17,4,4,2,3,1,1,4,4,2022,0,10,3.1777777777777776,4.444444444444445,3.4444444444444446,2.6444444444444444,1.1111111111111112,2.964444444444444,0.2857142857142857,-0.4000000000000001,-0.028571428571428584,2.964444444444444
1453-D3D8,Magnum,Dublin,Non-Binary,27,Some Travel,Technology,4,NY,Asian,Bachelors,Computer Science,Machine Learning Engineer,Married,60967,2,No,2015-08-14,No,7,7,7,0,Senior,60967.0,2022-02-05,4,2,3,3,2,3,4,4,2022,0,10,3.525,4.225,3.05,3.075,1.875,3.15,-0.6000000000000001,-0.3000000000000001,-3.574873224334839e-17,3.15
1472-9F69,Algernon,Harder,Male,27,Some Travel,Sales,1,CA,Black,Masters,Marketing,Sales Representative,Single,30870,0,No,2014-12-28,Yes,3,1,2,3,Junior,30870.0,2022-05-01,3,4,3,3,1,5,5,5,2022,0,10,3.709090909090909,3.8181818181818183,4.1454545454545455,2.963636363636364,0.9818181818181818,3.123636363636364,0.03030303030303031,-0.0606060606060606,-0.04242424242424236,3.123636363636364
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,High School,Marketing,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,Mid,173246.0,2022-02-04,3,4,5,2,0,3,3,2,2022,-1,10,2.5454545454545454,3.7636363636363637,3.418181818181818,3.2181818181818183,0.8363636363636363,2.7563636363636363,-0.1212121212121212,0.030303030303030293,-0.05454545454545453,2.7563636363636363
152E-8DB1,Beth,Kunz,Female,31,Some Travel,Technology,14,NY,Mixed,No Formal Qualifications,Other,Software Engineer,Single,63482,0,No,2012-04-23,Yes,1,0,1,1,Junior,63482.0,2022-04-10,3,2,3,3,0,1,3,3,2022,0,10,2.9272727272727272,3.890909090909091,2.1454545454545455,2.981818181818182,0.8545454545454545,2.56,-0.03636363636363637,-0.24848484848484853,-0.024242424242424242,2.56
155B-42BE,Tommi,Lapish,Female,25,Some Travel,Sales,38,IL,Mixed,High School,Marketing,Sales Executive,Single,57018,0,No,2015-02-21,Yes,1,0,0,0,Junior,57018.0,2022-03-04,5,3,2,2,0,3,4,3,2022,-1,10,3.4727272727272727,4.545454545454546,3.272727272727273,3.6,0.7272727272727273,3.123636363636364,-0.15151515151515155,-0.08484848484848488,-0.15757575757575762,3.123636363636364
15B3-F392,Anthiathia,Streeting,Female,39,Some Travel,Sales,37,IL,Asian,Bachelors,Economics,Sales Representative,Single,65612,0,No,2014-02-23,No,8,2,8,7,Mid,65612.0,2022-08-29,1,1,2,3,3,4,3,3,2022,0,10,3.8666666666666667,3.1333333333333333,2.2888888888888888,2.6222222222222222,1.7555555555555555,2.733333333333333,-0.11428571428571428,0.08571428571428578,-0.2571428571428572,2.733333333333333
15D4-53C2,Bella,Stearn,Prefer Not To Say,33,Some Travel,Sales,30,CA,Mixed,Bachelors,Economics,Sales Executive,Married,90726,0,No,2014-09-17,No,8,0,5,1,Junior,90726.0,2022-10-14,3,1,2,1,2,4,3,2,2022,-1,10,3.533333333333333,3.1333333333333333,3.2666666666666666,3.8666666666666667,1.6222222222222222,3.0844444444444443,-0.6,0.0857142857142857,-0.4285714285714285,3.0844444444444443
1609-65E1,Vita,Cicchelli,Female,33,Frequent Traveller,Technology,34,IL,Asian,High School,Computer Science,Machine Learning Engineer,Single,91407,0,No,2013-04-17,No,9,9,9,4,Senior,91407.0,2022-12-27,5,2,3,2,2,3,4,3,2022,-1,10,3.9183673469387754,4.061224489795919,3.163265306122449,3.693877551020408,1.1020408163265305,3.1877551020408164,-0.21428571428571422,0.10714285714285711,-0.10714285714285711,3.1877551020408164
16B6-9C29,Claribel,Hebron,Female,26,Some Travel,Sales,18,CA,White,High School,Marketing,Sales Executive,Single,62868,0,No,2017-10-09,No,5,2,4,0,Mid,62868.0,2022-06-14,5,5,2,1,0,4,3,2,2022,-1,10,4.0,4.407407407407407,4.407407407407407,2.5925925925925926,0.0,3.0814814814814815,0.9999999999999997,0.0,-0.9999999999999997,3.0814814814814815
1705-0DE5,Lita,Bicker,Female,38,Some Travel,Technology,10,IL,White,Bachelors,Business Studies,Engineering Manager,Married,303360,0,No,2021-10-16,Yes,0,0,0,0,Junior,303360.0,2022-05-21,1,3,1,1,2,4,4,3,2022,-1,10,3.3703703703703702,3.6481481481481484,3.685185185185185,3.3518518518518516,1.5185185185185186,3.1148148148148147,0.11666666666666671,0.03333333333333331,-0.08333333333333336,3.1148148148148147
1749-81A2,Elora,Bentjens,Female,48,Some Travel,Technology,17,CA,Black,Bachelors,Information Systems,Software Engineer,Single,65860,0,No,2012-02-01,No,10,6,7,1,Senior,65860.0,2022-11-22,3,3,2,3,1,4,3,2,2022,-1,10,3.3653846153846154,3.4423076923076925,3.269230769230769,3.076923076923077,1.0961538461538463,2.85,0.023809523809523798,-0.011904761904761892,-0.27380952380952395,2.85
1799-5B3F,Howey,Woolis,Male,24,Some Travel,Sales,21,CA,Black,Masters,Marketing,Sales Executive,Married,85118,3,No,2019-03-18,Yes,0,0,0,0,Junior,85118.0,2022-04-04,3,3,4,1,1,4,3,2,2022,-1,10,3.4444444444444446,3.7777777777777777,3.111111111111111,4.037037037037037,0.7407407407407407,3.022222222222222,-0.3,-2.8019218685017294e-18,0.08333333333333338,3.022222222222222
17AD-99F5,Ursa,O'Deegan,Female,26,Some Travel,Technology,37,NY,Mixed,Bachelors,Computer Science,Software Engineer,Single,26296,0,Yes,2014-08-01,Yes,5,2,2,2,Mid,26296.0,2022-02-28,3,5,4,2,1,2,4,3,2022,-1,10,3.0545454545454547,3.9454545454545453,3.309090909090909,3.1272727272727274,1.2181818181818183,2.9309090909090907,0.006060606060606072,-0.03030303030303031,-0.0848484848484849,2.9309090909090907
17AE-E715,Norbie,Mosdill,Male,31,Frequent Traveller,Technology,38,CA,White,No Formal Qualifications,Computer Science,Analytics Manager,Divorced,547204,1,Yes,2014-09-28,No,8,7,8,5,Senior,547204.0,2022-08-23,5,5,2,2,1,4,4,4,2022,0,10,3.4,4.377777777777778,4.555555555555555,2.911111111111111,1.3333333333333333,3.315555555555556,0.14285714285714288,0.17142857142857143,-0.22857142857142862,3.315555555555556
184D-06FF,Waly,McCoish,Female,26,Some Travel,Technology,24,CA,White,Masters,Computer Science,Data Scientist,Divorced,35757,1,No,2017-07-25,No,5,3,4,0,Mid,35757.0,2022-03-27,3,3,2,2,1,3,3,3,2022,0,10,3.3333333333333335,3.6666666666666665,2.3703703703703702,2.888888888888889,0.6666666666666666,2.585185185185185,0.49999999999999983,-4.886831086417666e-17,-4.886831086417666e-17,2.585185185185185
18CE-8F30,Wendy,Bootman,Female,31,Some Travel,Sales,38,CA,Black,Doctorate,Marketing,Manager,Married,330940,1,No,2019-03-28,No,3,1,3,3,Junior,330940.0,2022-09-26,5,4,3,1,0,4,5,5,2022,0,10,4.0,5.0,4.0,3.0,0.0,3.2,0.0,0.0,2.9999999999999996,3.2
1914-B934,Kinna,Gaythor,Female,22,Frequent Traveller,Sales,19,NY,Mixed,Bachelors,Marketing,Sales Representative,Single,22122,0,Yes,2018-10-26,Yes,3,2,2,1,Mid,22122.0,2022-02-25,5,5,3,3,0,2,3,2,2022,-1,10,3.2222222222222223,4.203703703703703,3.6666666666666665,2.8518518518518516,1.1296296296296295,3.0148148148148146,0.1,-0.10000000000000003,-3.2050620238892767e-17,3.0148148148148146
